sentence,labels,scores,ESG
"in 2020, the organization set up a working group on  biodiversity with key objectives spanning the conservation and protection of natural spaces, biodiversity development across the site and the definition of indicators for improved monitoring.","['natural resources', 'diversity and inclusion', 'board accountability', 'philanthropy', 'transparancy', 'corporate compliance', 'health and safety', 'training and education', 'emissions', 'pollution']","[0.7594170011346609, 0.22411223436432828, 0.00833867783258797, 0.004538068152924619, 0.0017431890596039145, 0.0006864718219165787, 0.0003614733566545646, 0.0003394035996819071, 0.0002771596661362091, 0.00018632101150507771]","['E', 'S', 'G', 'S', 'G', 'G', 'S', 'S', 'E', 'E']"
"the group proposed an action plan for 2021 2025 consisting of several measures, two of which have already been funded and set in motion.","['diversity and inclusion', 'emissions', 'corporate compliance', 'natural resources', 'philanthropy', 'transparancy', 'health and safety', 'board accountability', 'pollution', 'training and education']","[0.1947236575040206, 0.17122049857417765, 0.15085676223698488, 0.13308777533990435, 0.08561114263324683, 0.07664214501920294, 0.07231894943257544, 0.05267795247086566, 0.0504453432295562, 0.012415773559465462]","['S', 'E', 'G', 'E', 'S', 'G', 'S', 'G', 'E', 'S']"
"a third measure, entailing a preliminary study of heat islands, began to be implemented in 2022. .","['natural resources', 'emissions', 'health and safety', 'transparancy', 'pollution', 'diversity and inclusion', 'corporate compliance', 'board accountability', 'philanthropy', 'training and education']","[0.39012833328905744, 0.2925589363432701, 0.17112323918425631, 0.05113418536375123, 0.038121122486113, 0.027446021168620147, 0.017940200211858822, 0.009539952449139846, 0.0018028292148150218, 0.00020518028911802885]","['E', 'E', 'S', 'G', 'E', 'S', 'G', 'G', 'S', 'S']"
the second measure entailed surveys of the various species  of fauna and flora present on the cern sites.,"['natural resources', 'diversity and inclusion', 'transparancy', 'board accountability', 'philanthropy', 'corporate compliance', 'health and safety', 'training and education', 'pollution', 'emissions']","[0.550470354729656, 0.38277709819583805, 0.06161074181661012, 0.001850484402416154, 0.001418392977021786, 0.0005192250036581816, 0.0005066794666645139, 0.0003160124265584362, 0.00026747669851312614, 0.00026353428306366154]","['E', 'S', 'G', 'G', 'S', 'G', 'S', 'S', 'E', 'E']"
these were completed in 2022 and identified areas of interest to be classed as a priority for preservation in the event of any planned works and projects.,"['natural resources', 'diversity and inclusion', 'board accountability', 'transparancy', 'corporate compliance', 'philanthropy', 'health and safety', 'emissions', 'pollution', 'training and education']","[0.7172838829803196, 0.06917488062579905, 0.06118682419526883, 0.037896686847982926, 0.035120836078009164, 0.030862503603912735, 0.021965718117135904, 0.016828058438421997, 0.0065984187640605796, 0.0030821903490892266]","['E', 'S', 'G', 'G', 'G', 'S', 'S', 'E', 'E', 'S']"
these areas will be integrated in the organizations geographical information system.,"['natural resources', 'diversity and inclusion', 'transparancy', 'corporate compliance', 'philanthropy', 'board accountability', 'emissions', 'pollution', 'health and safety', 'training and education']","[0.45079949857697416, 0.3198752320593281, 0.10947427910965347, 0.06780281756104292, 0.017990259829870455, 0.011200374217067486, 0.010513657264728277, 0.007183174276229241, 0.0026749860212020777, 0.002485721083903797]","['E', 'S', 'G', 'G', 'S', 'G', 'E', 'E', 'S', 'S']"
"conducting surveys is crucial for monitoring populations,  identifying zones of biological interest and prioritising their importance such that concrete protection measures can be defined and implemented.","['natural resources', 'health and safety', 'transparancy', 'diversity and inclusion', 'board accountability', 'pollution', 'philanthropy', 'corporate compliance', 'emissions', 'training and education']","[0.7605185061018206, 0.09122680451224992, 0.07596283998512343, 0.0497023172607656, 0.019335317407850324, 0.0010088838910087277, 0.0009447992008340365, 0.000558530148467663, 0.0005222894721830722, 0.0002197120196966811]","['E', 'S', 'G', 'S', 'G', 'E', 'S', 'G', 'E', 'S']"
"based on expert recommendations, the inventories focused on flora, amphibians, insects and birds.","['natural resources', 'diversity and inclusion', 'transparancy', 'board accountability', 'philanthropy', 'health and safety', 'training and education', 'corporate compliance', 'emissions', 'pollution']","[0.4955751226672314, 0.4592606880963256, 0.024124276456267135, 0.014924698618861877, 0.002484812124936514, 0.0013978870896783195, 0.0010884356483104947, 0.0008238457472116887, 0.00016220089768861136, 0.0001580326534883461]","['E', 'S', 'G', 'G', 'S', 'S', 'S', 'G', 'E', 'E']"
the inventory of amphibians revealed two protected frog species and two protected species of the newt family.,"['natural resources', 'diversity and inclusion', 'transparancy', 'health and safety', 'board accountability', 'philanthropy', 'training and education', 'corporate compliance', 'pollution', 'emissions']","[0.7224754397488767, 0.1931769802004124, 0.04564750737931565, 0.02248382393011032, 0.01065703585621204, 0.002724105348821299, 0.0011883341330335571, 0.0006478915513347886, 0.0005814905966583002, 0.00041739125522494196]","['E', 'S', 'G', 'S', 'G', 'S', 'S', 'G', 'E', 'E']"
"the insect-based surveys focused on lepidoptera (butterflies) and orthoptera (locusts, grasshoppers and crickets), as these groups reflect the quality of the environments and of the maintenance practiced there.","['natural resources', 'diversity and inclusion', 'transparancy', 'board accountability', 'philanthropy', 'health and safety', 'training and education', 'corporate compliance', 'pollution', 'emissions']","[0.5567648369220453, 0.4032098846996271, 0.02997011809695636, 0.004234645646165198, 0.0026666765676535142, 0.00251112001167978, 0.00027676005628664453, 0.00016879896463333193, 0.00013343121411847598, 6.372782083431996e-05]","['E', 'S', 'G', 'G', 'S', 'S', 'S', 'G', 'E', 'E']"
the surveys identified 62 species of lepidoptera and 32 species of orthoptera across the sites.,"['diversity and inclusion', 'natural resources', 'transparancy', 'board accountability', 'philanthropy', 'training and education', 'health and safety', 'emissions', 'pollution', 'corporate compliance']","[0.434001810482781, 0.42153370133354123, 0.10761569964103124, 0.010752228370797355, 0.008920703273285289, 0.006792542900213311, 0.006129858316454567, 0.0017169532718967141, 0.0013140208350378847, 0.0012224815749613688]","['S', 'E', 'G', 'G', 'S', 'S', 'S', 'E', 'E', 'G']"
"alison lacroix is a botanist and project engineer at atelier  nature paysage, the consultant that coordinated cern's flora and fauna inventories in 2022.","['natural resources', 'diversity and inclusion', 'training and education', 'transparancy', 'board accountability', 'philanthropy', 'emissions', 'pollution', 'health and safety', 'corporate compliance']","[0.6465891589985954, 0.1392434034596433, 0.12584513399135383, 0.06980380109856682, 0.012125234758233149, 0.003967838173321617, 0.0009608895083421398, 0.0006424937634955667, 0.0005954443976700384, 0.00022660185077817634]","['E', 'S', 'S', 'G', 'G', 'S', 'E', 'E', 'S', 'G']"
what is the importance of making inventories of flora?,"['natural resources', 'diversity and inclusion', 'transparancy', 'board accountability', 'training and education', 'philanthropy', 'corporate compliance', 'health and safety', 'emissions', 'pollution']","[0.9599609932333425, 0.016344046911757715, 0.01379110353119338, 0.0036996377801292073, 0.0033046476732888955, 0.0008209159451870706, 0.0007599194989807813, 0.0006186139819922331, 0.0004235373393201839, 0.0002765841048080536]","['E', 'S', 'G', 'G', 'S', 'S', 'G', 'S', 'E', 'E']"
"al: from a general point of view, flora inventories are important for characterising natural environments and identifying those that are of particular interest, for example because they harbour flora (as well as related fauna) that develops only in certain conditions.","['natural resources', 'diversity and inclusion', 'transparancy', 'board accountability', 'philanthropy', 'training and education', 'emissions', 'health and safety', 'pollution', 'corporate compliance']","[0.8540349895395647, 0.13428459805227844, 0.0071259851086834716, 0.0023648141885295438, 0.0005351898270054889, 0.0003784318606779753, 0.00035482465221571655, 0.00034413436254289686, 0.0003326772725833249, 0.0002443551359184734]","['E', 'S', 'G', 'G', 'S', 'S', 'E', 'S', 'E', 'G']"
"they can also identify rare, threatened or protected plants.","['natural resources', 'training and education', 'transparancy', 'diversity and inclusion', 'board accountability', 'philanthropy', 'health and safety', 'emissions', 'pollution', 'corporate compliance']","[0.8997511136162902, 0.061027350803859466, 0.01770905769574498, 0.014552822164191032, 0.004555705819092757, 0.0011817569620546239, 0.0004456775305865558, 0.0003386872459128659, 0.0002600142785118833, 0.00017781388375562697]","['E', 'S', 'G', 'S', 'G', 'S', 'S', 'E', 'E', 'G']"
"from a more specific point of view, carrying out inventories makes  it possible to monitor the effect of changes in management and maintenance practices by allowing a comparison of the data before the change and the data five years later, for example.","['natural resources', 'transparancy', 'corporate compliance', 'emissions', 'health and safety', 'board accountability', 'diversity and inclusion', 'pollution', 'philanthropy', 'training and education']","[0.524340922579485, 0.17676619666333848, 0.11262932267522914, 0.07164451872364186, 0.04582488074739722, 0.03300834879702416, 0.01987677625559572, 0.012808379275251061, 0.0021269831700903847, 0.0009736711129470576]","['E', 'G', 'G', 'E', 'S', 'G', 'S', 'E', 'S', 'S']"
what specific observations do you have regarding the 2022 inventory?,"['natural resources', 'emissions', 'diversity and inclusion', 'transparancy', 'corporate compliance', 'board accountability', 'health and safety', 'pollution', 'philanthropy', 'training and education']","[0.6198196191361701, 0.10742479472502837, 0.08996286316828324, 0.05793055795358386, 0.05384735071092112, 0.03499103633854305, 0.021300794296721222, 0.0075822890236490964, 0.004708377032653003, 0.0024323176144469116]","['E', 'E', 'S', 'G', 'G', 'G', 'S', 'E', 'S', 'S']"
al: the richness of the meyrin and prvessin sites in terms of orchids was already known.,"['natural resources', 'diversity and inclusion', 'training and education', 'transparancy', 'philanthropy', 'board accountability', 'health and safety', 'emissions', 'corporate compliance', 'pollution']","[0.8465519444542274, 0.12764182159773932, 0.009946116645247732, 0.007824131761886084, 0.004019885201940724, 0.0012986037718911276, 0.0010191780825625529, 0.0008664476454938504, 0.0004759111734626243, 0.0003559596655486109]","['E', 'S', 'S', 'G', 'S', 'G', 'S', 'E', 'G', 'E']"
"however, the 2022 inventory has highlighted the great diversity of environments, some of which are of interest for their characteristics or because they host rare plants such as lathyrus tuberosus (tuberous pea) and ophioglossum vulgatum (southern adders-tongue).","['natural resources', 'diversity and inclusion', 'transparancy', 'board accountability', 'philanthropy', 'training and education', 'health and safety', 'emissions', 'pollution', 'corporate compliance']","[0.4872928046012207, 0.48439874397727567, 0.02404664017240358, 0.0019376456932505167, 0.001122526765404726, 0.00034048508860501364, 0.0002753898525945238, 0.00023707402095813577, 0.0002058255613694077, 0.00014286426691768729]","['E', 'S', 'G', 'G', 'S', 'S', 'S', 'E', 'E', 'G']"
the inventory also made it possible to identify three areas of  interest for orchids within the fenced cern domain.,"['natural resources', 'diversity and inclusion', 'transparancy', 'philanthropy', 'training and education', 'health and safety', 'board accountability', 'corporate compliance', 'emissions', 'pollution']","[0.6569431818818332, 0.2481924875920978, 0.04437549247604476, 0.01965690778539879, 0.010725452064780724, 0.009274753041137146, 0.005380678377895475, 0.0028445446172700073, 0.0017221184656207881, 0.000884383697921328]","['E', 'S', 'G', 'S', 'S', 'S', 'G', 'G', 'E', 'E']"
"personally, i had never observed such a density of ophioglossaceae (although they seem to have suffered from years of drought), nor of himantoglossum hircinum (lizard orchids).","['natural resources', 'diversity and inclusion', 'transparancy', 'health and safety', 'board accountability', 'philanthropy', 'emissions', 'training and education', 'pollution', 'corporate compliance']","[0.46491775228211113, 0.40331065251280235, 0.08349599540846579, 0.01610336767630183, 0.009612237209635558, 0.009262491046016792, 0.008396016919818422, 0.0025554278729951105, 0.001825185167181131, 0.0005208739046718961]","['E', 'S', 'G', 'S', 'G', 'S', 'E', 'S', 'E', 'G']"
cern strives to minimise its water consumption through  continuous consolidation and improvement of its cooling and sanitation infrastructures.,"['natural resources', 'corporate compliance', 'health and safety', 'transparancy', 'pollution', 'philanthropy', 'diversity and inclusion', 'board accountability', 'emissions', 'training and education']","[0.4176164104140874, 0.23497250496632816, 0.14461337604777355, 0.07083730933613622, 0.06510676592323823, 0.024303729502530846, 0.021373481191696887, 0.017424329165296234, 0.002362242416565759, 0.0013898510363467111]","['E', 'G', 'S', 'G', 'E', 'S', 'S', 'G', 'E', 'S']"
"since 2000, cern has radically decreased its water consumption by some 80%, from 15 000 megalitres that year to 3234 megalitres in 2022, notably by changing the water circuits in its cooling towers from open to semi-open or closed ones during ls2.","['natural resources', 'transparancy', 'corporate compliance', 'pollution', 'diversity and inclusion', 'health and safety', 'board accountability', 'emissions', 'philanthropy', 'training and education']","[0.3237167375350028, 0.15910786079180517, 0.1508720124143056, 0.11016481404005368, 0.07671507248127742, 0.06424959549198991, 0.05504364999305021, 0.029691312621275907, 0.02144726907836416, 0.008991675552875172]","['E', 'G', 'G', 'E', 'S', 'S', 'G', 'E', 'S', 'S']"
all water supplied to cern is of drinking quality and is  either used as is or demineralised.,"['natural resources', 'health and safety', 'corporate compliance', 'diversity and inclusion', 'board accountability', 'transparancy', 'philanthropy', 'pollution', 'training and education', 'emissions']","[0.40588386576414903, 0.256133426833897, 0.2044675176690351, 0.038315804868561086, 0.03435725789680721, 0.030288641848034734, 0.015752733925400168, 0.009683485727259189, 0.0037574735605714815, 0.001359791906284946]","['E', 'S', 'G', 'S', 'G', 'G', 'S', 'E', 'S', 'E']"
"the services industriels de genve (sig) supply most of cerns water, which comes from lake geneva.","['natural resources', 'transparancy', 'diversity and inclusion', 'pollution', 'corporate compliance', 'emissions', 'health and safety', 'board accountability', 'philanthropy', 'training and education']","[0.7273466819759189, 0.06027492036958909, 0.057810318443633664, 0.0467901225206553, 0.04540462891676342, 0.026833699311287845, 0.018807266296828173, 0.013135823398724438, 0.0022541908502607456, 0.001342347916338456]","['E', 'G', 'S', 'E', 'G', 'E', 'S', 'G', 'S', 'S']"
"about 1%, consisting mainly of groundwater, is provided by the rgie des eaux gessiennes in the pays de gex, france, which is a water-stressed area.","['natural resources', 'transparancy', 'pollution', 'diversity and inclusion', 'health and safety', 'emissions', 'board accountability', 'philanthropy', 'corporate compliance', 'training and education']","[0.6877488059491615, 0.12597034329301193, 0.05615196730099036, 0.04025428038090737, 0.038653654291255495, 0.03600166150234096, 0.007200413063004623, 0.0053217814703341, 0.0020762801924070332, 0.0006208125565865974]","['E', 'G', 'E', 'S', 'S', 'E', 'G', 'S', 'G', 'S']"
"the suppliers send monthly or annual water consumption  reports, allowing cern to monitor its water use.","['natural resources', 'corporate compliance', 'board accountability', 'transparancy', 'diversity and inclusion', 'health and safety', 'pollution', 'philanthropy', 'training and education', 'emissions']","[0.5110920706540008, 0.28345495706502905, 0.06461330992076124, 0.06449745898810766, 0.0318317302674597, 0.026732829840293803, 0.00986198792723884, 0.006278948608968485, 0.0009908974388877798, 0.0006458092892527566]","['E', 'G', 'G', 'G', 'S', 'S', 'E', 'S', 'S', 'E']"
cerns cooling towers evaporate some of the water used  for cooling the accelerators.,"['natural resources', 'pollution', 'transparancy', 'emissions', 'health and safety', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'board accountability', 'training and education']","[0.6992758969409012, 0.12414755509199141, 0.06713702485401653, 0.056553243523701086, 0.03979110640955856, 0.005042532215921166, 0.003138169929668394, 0.0023812906678163754, 0.0019902727090430447, 0.0005429076573822466]","['E', 'E', 'G', 'E', 'S', 'G', 'S', 'S', 'G', 'S']"
some is also released as effluent water.,"['natural resources', 'pollution', 'transparancy', 'emissions', 'diversity and inclusion', 'health and safety', 'corporate compliance', 'board accountability', 'philanthropy', 'training and education']","[0.29151734715697086, 0.2720108029592823, 0.1763240522157063, 0.16122550315447495, 0.03034465957130757, 0.024309586722322526, 0.01982958524654758, 0.01508039069670822, 0.0072521907167570334, 0.002105881559922625]","['E', 'E', 'G', 'E', 'S', 'S', 'G', 'G', 'S', 'S']"
"the latter contains residuals of treatments used to prevent scaling, corrosion and bacteria, including legionella.","['natural resources', 'pollution', 'health and safety', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'philanthropy', 'emissions', 'training and education']","[0.3205735769999894, 0.2996653364408482, 0.2824773908397028, 0.0469463259423621, 0.020635546328672923, 0.016118477261209806, 0.008925348213839703, 0.002309628692146315, 0.0019201263588922185, 0.0004282429223365621]","['E', 'E', 'S', 'G', 'G', 'G', 'S', 'S', 'E', 'S']"
"to minimise the quantity of effluents and improve their quality, the organization is modifying its cooling towers, either by adding demineralised water or by installing a system to recycle the blowdown water.","['emissions', 'natural resources', 'pollution', 'corporate compliance', 'transparancy', 'health and safety', 'diversity and inclusion', 'philanthropy', 'board accountability', 'training and education']","[0.2350044680297101, 0.22703635211768752, 0.22498369739486243, 0.13118887756968803, 0.09600171748226508, 0.04945214128737141, 0.01785558049092548, 0.0094513906427865, 0.007932685301244921, 0.001093089683458561]","['E', 'E', 'E', 'G', 'G', 'S', 'S', 'S', 'G', 'S']"
this has led to a reduction in releases to the neighbouring watercourses.,"['natural resources', 'transparancy', 'pollution', 'emissions', 'board accountability', 'health and safety', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.3236937000012705, 0.21267046304874354, 0.17949623378264754, 0.11535380344796642, 0.05889488468738252, 0.04662835324514217, 0.03945375757696385, 0.0199551435594328, 0.0033633026953435274, 0.0004903579551071048]","['E', 'G', 'E', 'E', 'G', 'S', 'G', 'S', 'S', 'S']"
"70% of the circuits were modified during ls2 and the  remainder will be adapted during ls3, starting in 2026.","['transparancy', 'corporate compliance', 'diversity and inclusion', 'natural resources', 'board accountability', 'health and safety', 'emissions', 'training and education', 'pollution', 'philanthropy']","[0.3018126777817497, 0.1265096912197587, 0.12406521858889186, 0.10605879937276146, 0.10339819579520976, 0.08532733648151897, 0.07692679472071001, 0.04477026842767594, 0.019165878278837915, 0.011965139332885705]","['G', 'G', 'S', 'E', 'G', 'S', 'E', 'S', 'E', 'S']"
"as a result of increased activity in the north area of the  prvessin site, with concomitant increase in water flow, a new water monitoring station was installed in january 2022 to check the quality of the effluents released into the nearby lion river.","['natural resources', 'pollution', 'emissions', 'health and safety', 'transparancy', 'diversity and inclusion', 'board accountability', 'corporate compliance', 'philanthropy', 'training and education']","[0.2812249984532199, 0.2647688142754576, 0.23087582776013493, 0.09749631262267903, 0.07237311495485352, 0.021645764217447037, 0.018319635795223863, 0.007433487140584409, 0.003514715415431065, 0.0023473293649686]","['E', 'E', 'E', 'S', 'G', 'S', 'G', 'G', 'S', 'S']"
"cerns new retention basin downstream of the prvessin  site, which includes a hydrocarbon separator for treating accidental pollution, has proven effective in regulating the flow and ensuring the quality of water releases from the site.","['natural resources', 'pollution', 'health and safety', 'emissions', 'transparancy', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.4623272362219709, 0.45454216526964863, 0.040166946738011855, 0.021690076210746038, 0.01495992458362093, 0.0023099505813682568, 0.002025907567478595, 0.0009212944401248442, 0.0009085132038697293, 0.00014798518316019984]","['E', 'E', 'S', 'E', 'G', 'G', 'G', 'S', 'S', 'S']"
an additional retention basin will be built inside the prvessin  site in 2023 to manage stormwater runoff surplus.,"['natural resources', 'pollution', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'health and safety', 'philanthropy', 'emissions', 'training and education']","[0.4118956708252058, 0.3287148636386929, 0.0933845056306876, 0.04311491274792101, 0.03386085199873175, 0.028229585088680485, 0.022313596562500582, 0.019889499319505486, 0.01210166177147843, 0.006494852416595988]","['E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'E', 'S']"
"on the meyrin site, cern is studying the construction of a  new retention basin to collect rainwater using an existing installation under one of the hostel buildings.","['natural resources', 'transparancy', 'diversity and inclusion', 'pollution', 'health and safety', 'training and education', 'corporate compliance', 'board accountability', 'philanthropy', 'emissions']","[0.441607880468253, 0.1216324691211751, 0.11101903533004419, 0.0810277057544827, 0.07675991808263276, 0.060456384623645214, 0.049095054140402536, 0.03665149712572444, 0.016187141738441782, 0.005562913615198308]","['E', 'G', 'S', 'E', 'S', 'S', 'G', 'G', 'S', 'E']"
"for the last few years, all new projects on the swiss watershed of the meyrin site have included retention basins, either on the roof, buried, or in the open air when possible.","['natural resources', 'pollution', 'health and safety', 'emissions', 'diversity and inclusion', 'corporate compliance', 'transparancy', 'board accountability', 'philanthropy', 'training and education']","[0.3179990330420837, 0.15549707662766754, 0.11658612394101733, 0.10182615884497667, 0.09948923209238392, 0.07719380655065627, 0.05292306467199121, 0.04510473156244483, 0.027492146322388538, 0.005888626344390003]","['E', 'E', 'S', 'E', 'S', 'G', 'G', 'G', 'S', 'S']"
"as for all other objectives set in the first environment report,  the target year, which was originally 2024, has shifted concomitantly with the change in the accelerator schedule.","['natural resources', 'emissions', 'pollution', 'transparancy', 'corporate compliance', 'diversity and inclusion', 'board accountability', 'philanthropy', 'health and safety', 'training and education']","[0.38545284466458063, 0.36796385487097955, 0.11948936392365903, 0.06831546719728882, 0.03257296220739286, 0.012420420910892663, 0.007767950128734081, 0.0035938560237380648, 0.0013174060099378695, 0.0011058740627964442]","['E', 'E', 'E', 'G', 'G', 'S', 'G', 'S', 'S', 'S']"
cern is now committed to limiting its increase in water  consumption to 5% by the end of run 3 in 2025 (baseline year 2018).,"['natural resources', 'corporate compliance', 'health and safety', 'board accountability', 'pollution', 'philanthropy', 'transparancy', 'diversity and inclusion', 'emissions', 'training and education']","[0.2578690241999131, 0.24848779043836447, 0.14368605203123883, 0.13456912423448839, 0.07631551622326375, 0.05486989287959112, 0.053868548742810045, 0.022041455327323232, 0.00619293734116725, 0.0020996585818398345]","['E', 'G', 'S', 'G', 'E', 'S', 'G', 'S', 'E', 'S']"
"in preparation for the high-luminosity era of the lhc (hl- lhc), cern has approved the construction of a cooling water recycling plant at point 1 of the lhc ring.","['natural resources', 'pollution', 'emissions', 'transparancy', 'health and safety', 'corporate compliance', 'diversity and inclusion', 'board accountability', 'training and education', 'philanthropy']","[0.4800880555945855, 0.15257703998216052, 0.147927922047788, 0.05842548200238449, 0.053822617730645415, 0.0485789162981949, 0.03296484719553825, 0.01774292322685035, 0.004685181082266925, 0.0031870148395856165]","['E', 'E', 'E', 'G', 'S', 'G', 'S', 'G', 'S', 'S']"
it will collect and process the water from the lhc and sps cooling circuits with a view to recycling and reinjecting it at point 1. .,"['natural resources', 'transparancy', 'corporate compliance', 'pollution', 'health and safety', 'philanthropy', 'board accountability', 'diversity and inclusion', 'emissions', 'training and education']","[0.4664328830993207, 0.14715478393326886, 0.10344222266980031, 0.09792783194063424, 0.05842929950109505, 0.057151740619409586, 0.03267208153355404, 0.027295984831134348, 0.008084931099694184, 0.0014082407720886745]","['E', 'G', 'G', 'E', 'S', 'S', 'G', 'S', 'E', 'S']"
esther amarilla is the work package leader for cooling  and ventilation in the technical galleries consolidation programme.,"['diversity and inclusion', 'health and safety', 'training and education', 'transparancy', 'natural resources', 'corporate compliance', 'board accountability', 'pollution', 'philanthropy', 'emissions']","[0.3152193603924032, 0.261443355546804, 0.14419083947023398, 0.0951259355468535, 0.05799825789695725, 0.05713129980234263, 0.030631639655236267, 0.015616471569937665, 0.011646596003415052, 0.010996244115816442]","['S', 'S', 'S', 'G', 'E', 'G', 'G', 'E', 'S', 'E']"
how did this project come about?,"['natural resources', 'diversity and inclusion', 'philanthropy', 'training and education', 'transparancy', 'corporate compliance', 'emissions', 'health and safety', 'board accountability', 'pollution']","[0.28661859679195295, 0.2416785143393211, 0.20211895483867925, 0.10815173664197164, 0.09627221244620772, 0.02049979567854404, 0.019123821788527305, 0.01234272928796927, 0.00962677672622778, 0.0035668614605989107]","['E', 'S', 'S', 'S', 'G', 'G', 'E', 'S', 'G', 'E']"
ea: some parts of the networks are more than 60 years old and in dire need of refurbishment and replacement.,"['natural resources', 'transparancy', 'emissions', 'pollution', 'philanthropy', 'health and safety', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'training and education']","[0.5663257088748135, 0.18880143203335004, 0.08281958689085224, 0.03738594507525624, 0.029082777603693658, 0.028974839878999938, 0.026517475955867308, 0.023749555544801938, 0.015177795928175749, 0.0011648822141894447]","['E', 'G', 'E', 'E', 'S', 'S', 'G', 'G', 'S', 'S']"
"given the increased computing capacity that will be  required, a new data centre, due to come online at the end of 2023, is being constructed in prvessin.","['transparancy', 'diversity and inclusion', 'corporate compliance', 'emissions', 'board accountability', 'philanthropy', 'pollution', 'natural resources', 'health and safety', 'training and education']","[0.646049172747799, 0.17412661139153973, 0.09519710106719952, 0.02952078202813139, 0.027417422502582327, 0.008355621179279859, 0.007579932996234425, 0.0055142837495340625, 0.004819046853421756, 0.0014200254842778545]","['G', 'S', 'G', 'E', 'G', 'S', 'E', 'E', 'S', 'S']"
it will be cooled using the latest technologies to achieve high power efficiency.,"['natural resources', 'transparancy', 'health and safety', 'emissions', 'corporate compliance', 'diversity and inclusion', 'board accountability', 'philanthropy', 'pollution', 'training and education']","[0.319962936633577, 0.2678247041355372, 0.11065654161715857, 0.08058051358795276, 0.0686569763473109, 0.054950206815628795, 0.041215066756358214, 0.0350836974377901, 0.014514399195730329, 0.006554957472956121]","['E', 'G', 'S', 'E', 'G', 'S', 'G', 'S', 'E', 'S']"
"dry coolers will provide adiabatic cooling during hot periods, which will lead to water savings.","['natural resources', 'transparancy', 'diversity and inclusion', 'board accountability', 'corporate compliance', 'philanthropy', 'health and safety', 'emissions', 'training and education', 'pollution']","[0.5930061827607964, 0.2230058754580736, 0.051916167911143375, 0.031089697562420256, 0.031078957962465067, 0.029773593987811656, 0.021947516732051083, 0.008088879682537742, 0.006495058518878904, 0.003598069423821917]","['E', 'G', 'S', 'G', 'G', 'S', 'S', 'E', 'S', 'E']"
"in addition, a recirculation circuit will be added to the dry coolers to further minimise the amount of water used.","['natural resources', 'transparancy', 'corporate compliance', 'health and safety', 'board accountability', 'diversity and inclusion', 'philanthropy', 'pollution', 'emissions', 'training and education']","[0.4789187122704819, 0.1426044114098884, 0.1411860755441168, 0.05709493942960375, 0.04752944835072427, 0.04452203142214238, 0.04056203458287121, 0.026401437904156798, 0.014393896682107318, 0.006787012403907217]","['E', 'G', 'G', 'S', 'G', 'S', 'S', 'E', 'E', 'S']"
the new data centre will also recover heat to warm all 73 buildings on prvessin site (see energy).,"['natural resources', 'transparancy', 'diversity and inclusion', 'corporate compliance', 'emissions', 'board accountability', 'philanthropy', 'health and safety', 'pollution', 'training and education']","[0.6811197064974776, 0.15918268759475512, 0.08101755501781106, 0.03112372059631972, 0.01676185359444648, 0.013864339476409686, 0.0071181998922010695, 0.005149019246340201, 0.003123767497809617, 0.0015391505864295234]","['E', 'G', 'S', 'G', 'E', 'G', 'S', 'S', 'E', 'S']"
cerns scientific activities generate the majority of the  organizations waste.,"['pollution', 'emissions', 'transparancy', 'board accountability', 'natural resources', 'corporate compliance', 'health and safety', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.7087612082105238, 0.15259557716216157, 0.10852005422799792, 0.013674944654004904, 0.00982208892621653, 0.0020012321388579433, 0.0017510220883359333, 0.0016882988055656873, 0.0007615894726734696, 0.00042398431366225787]","['E', 'E', 'G', 'G', 'E', 'G', 'S', 'S', 'S', 'S']"
"the laboratorys conventional waste can be divided into three broad categories: campus, industrial and worksite waste.","['pollution', 'natural resources', 'emissions', 'diversity and inclusion', 'health and safety', 'transparancy', 'board accountability', 'corporate compliance', 'training and education', 'philanthropy']","[0.4372590390331176, 0.3258463074184976, 0.08980055462901913, 0.04694865212411706, 0.04348849626963825, 0.018491365499708784, 0.016371624907943264, 0.015322982689526065, 0.005080166146043609, 0.0013908112823886472]","['E', 'E', 'E', 'S', 'S', 'G', 'G', 'G', 'S', 'S']"
"it is further categorised as either non-hazardous (metals, glass, pet, paper and cardboard, coffee capsules, biodegradable waste, household waste, and electrical and electronic equipment  the latter being subject to monitoring according to the swiss regulation omod), or hazardous (chemicals and their containers, batteries, printer cartridges, lightbulbs and any type of equipment and materials contaminated by hazardous substances).","['pollution', 'health and safety', 'diversity and inclusion', 'emissions', 'transparancy', 'natural resources', 'corporate compliance', 'board accountability', 'training and education', 'philanthropy']","[0.35590906146024004, 0.2558617552114019, 0.11513696601921734, 0.0947958129844154, 0.07134157160892951, 0.04996303077117328, 0.03196323591857036, 0.02205814479112954, 0.001841925190155231, 0.0011284960447673798]","['E', 'S', 'S', 'E', 'G', 'E', 'G', 'G', 'S', 'S']"
