sentence,labels,scores,ESG
categorised by the swiss  red list on vascular plants (2016).,"['natural resources', 'diversity and inclusion', 'transparancy', 'board accountability', 'corporate compliance', 'health and safety', 'philanthropy', 'training and education', 'emissions', 'pollution']","[0.7719745829659849, 0.21317374387795987, 0.00573688554437362, 0.005411405840916776, 0.0008846799564260637, 0.0007160197086941875, 0.000653233233281858, 0.0005738236470614296, 0.0005565585303412178, 0.00031906669496011285]","['E', 'S', 'G', 'G', 'G', 'S', 'S', 'S', 'E', 'E']"
the photo shows the newly-found autumn lady's tresses on the cern site in 2019. .,"['natural resources', 'corporate compliance', 'diversity and inclusion', 'transparancy', 'health and safety', 'philanthropy', 'board accountability', 'emissions', 'training and education', 'pollution']","[0.8215604245359367, 0.0536654593876296, 0.04199224473662726, 0.025590075630564584, 0.015348970206070301, 0.013882461918714157, 0.009298723236737378, 0.008366414713249793, 0.007830516637011004, 0.002464708997459207]","['E', 'G', 'S', 'G', 'S', 'S', 'G', 'E', 'S', 'E']"
jordan minier is an acoustic expert who started working at  cern in 2020 to ensure implementation of the noise policy.,"['corporate compliance', 'natural resources', 'training and education', 'pollution', 'health and safety', 'board accountability', 'transparancy', 'diversity and inclusion', 'emissions', 'philanthropy']","[0.4637035468183424, 0.19253051386927839, 0.09855517273014076, 0.08877937536289612, 0.05244138394961691, 0.04151007675415203, 0.033282899560567195, 0.022699772903322927, 0.005578781237564517, 0.0009184768141187578]","['G', 'E', 'S', 'E', 'S', 'G', 'G', 'S', 'E', 'S']"
what is cerns approach to controlling the noise of its projects?,"['pollution', 'emissions', 'natural resources', 'health and safety', 'corporate compliance', 'transparancy', 'board accountability', 'philanthropy', 'diversity and inclusion', 'training and education']","[0.3952812694206088, 0.3314613376947217, 0.11780202667510993, 0.06488066383347482, 0.05105884166997316, 0.0212043250321992, 0.011959522221698975, 0.0033051522998262953, 0.002262082305789941, 0.0007847788465972014]","['E', 'E', 'E', 'S', 'G', 'G', 'G', 'S', 'S', 'S']"
"jm: in addition to carrying out routine noise measurements to evaluate the impact of existing installations, cern has devel- oped a strong noise-assessment process for each new project or new piece of equipment.","['natural resources', 'pollution', 'health and safety', 'board accountability', 'corporate compliance', 'emissions', 'transparancy', 'diversity and inclusion', 'training and education', 'philanthropy']","[0.23356224404941658, 0.22665172831498007, 0.20448773572352003, 0.0953611776505224, 0.073390511955027, 0.0703309052469817, 0.04702012919659827, 0.0319303703696298, 0.015459253546258404, 0.0018059439470657843]","['E', 'E', 'S', 'G', 'G', 'E', 'G', 'S', 'S', 'S']"
"during the design phase of new projects, we use 3d modelling  to predict their noise impact.","['pollution', 'transparancy', 'emissions', 'natural resources', 'health and safety', 'diversity and inclusion', 'board accountability', 'corporate compliance', 'philanthropy', 'training and education']","[0.33853734205630387, 0.2328647262780375, 0.12279605935055048, 0.09435025710328995, 0.09048776026674205, 0.04248129191964618, 0.04095597229654771, 0.01863956757683612, 0.0173824154290585, 0.0015046077229876613]","['E', 'G', 'E', 'E', 'S', 'S', 'G', 'G', 'S', 'S']"
"the 3d modelling uses input from cerns existing buildings, sensitive receptors and noise source information.","['transparancy', 'diversity and inclusion', 'health and safety', 'pollution', 'emissions', 'natural resources', 'board accountability', 'corporate compliance', 'philanthropy', 'training and education']","[0.32566845625958435, 0.2302608633782562, 0.10885527076579063, 0.08162652487624322, 0.07914276318257708, 0.0749136466429284, 0.04484882299450376, 0.022177986545873527, 0.021896179457879215, 0.01060948589636359]","['G', 'S', 'S', 'E', 'E', 'E', 'G', 'G', 'S', 'S']"
this allows us to predict noise levels at the sites perimeters and at each sensitive receptor location.,"['transparancy', 'health and safety', 'natural resources', 'pollution', 'emissions', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.40965963786476284, 0.18089619179180005, 0.15408698788665023, 0.1419070089244366, 0.06409357334989063, 0.022285813665683493, 0.015633596362242715, 0.0051003854511246826, 0.0034672606383647085, 0.0028695440650440677]","['G', 'S', 'E', 'E', 'E', 'G', 'G', 'S', 'S', 'S']"
noise char- acterisation and 3d modelling are also used for implementing noise mitigation measures for existing buildings.,"['pollution', 'health and safety', 'corporate compliance', 'transparancy', 'diversity and inclusion', 'natural resources', 'emissions', 'board accountability', 'philanthropy', 'training and education']","[0.5569151531067518, 0.16834472419107227, 0.09033830753928458, 0.05825246265268254, 0.04417819714605254, 0.03488222972187775, 0.023641191917597972, 0.015702406530894573, 0.0046814452523683235, 0.003063881941417686]","['E', 'S', 'G', 'G', 'S', 'E', 'E', 'G', 'S', 'S']"
all of the calcu- lations are made in accordance with iso 9613.,"['corporate compliance', 'health and safety', 'board accountability', 'natural resources', 'emissions', 'training and education', 'transparancy', 'diversity and inclusion', 'pollution', 'philanthropy']","[0.23377844483092367, 0.21614641575125357, 0.12359831463185496, 0.1220242021865558, 0.09505804032400673, 0.06699243754795846, 0.05755864481829874, 0.051095546300351756, 0.024719978036613455, 0.009027975572182859]","['G', 'S', 'G', 'E', 'E', 'S', 'G', 'S', 'E', 'S']"
"based on the 3d modelling results, cern develops mitigation  measures and design changes to ensure that the noise remains below the limit set in the noise reduction policy.","['corporate compliance', 'pollution', 'health and safety', 'transparancy', 'board accountability', 'natural resources', 'diversity and inclusion', 'emissions', 'philanthropy', 'training and education']","[0.46521347299806753, 0.21148363298721215, 0.08256435468276602, 0.07617297046564378, 0.06851488066435858, 0.06358823426168696, 0.01887318477555028, 0.009921525502618895, 0.002150014647053971, 0.0015177290150418553]","['G', 'E', 'S', 'G', 'G', 'E', 'S', 'E', 'S', 'S']"
below 45 db(a).,"['transparancy', 'natural resources', 'emissions', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'health and safety', 'training and education', 'pollution', 'philanthropy']","[0.1887752141449635, 0.14925954426942276, 0.135157751194916, 0.10830022442114172, 0.09785316268000963, 0.07552111889764353, 0.07130091507077932, 0.06356276808800425, 0.06215240675485242, 0.048116894478266906]","['G', 'E', 'E', 'G', 'G', 'S', 'S', 'S', 'E', 'S']"
an update of the policy is under way to better calculate the impact of multiple projects on the same site.,"['natural resources', 'transparancy', 'corporate compliance', 'emissions', 'philanthropy', 'pollution', 'diversity and inclusion', 'board accountability', 'health and safety', 'training and education']","[0.2867899629393336, 0.2629214699579825, 0.1244924762685623, 0.12184035797598632, 0.07158159839002352, 0.05376559801152158, 0.03497745135699947, 0.02182802403415728, 0.020663643726485437, 0.001139417338947967]","['E', 'G', 'G', 'E', 'S', 'E', 'S', 'G', 'S', 'S']"
"every year, cern carries out noise measurement campaigns  at the perimeter of its sites.","['natural resources', 'pollution', 'health and safety', 'emissions', 'corporate compliance', 'transparancy', 'diversity and inclusion', 'board accountability', 'training and education', 'philanthropy']","[0.3978162556731283, 0.26343082261760903, 0.1329803727090244, 0.06008609271843026, 0.053394464039251445, 0.04044591492616761, 0.017276553779423953, 0.01651238078680095, 0.015806381200889893, 0.0022507615492741917]","['E', 'E', 'S', 'E', 'G', 'G', 'S', 'G', 'S', 'S']"
"measurements are carried out during daytime, night-time and weekends at around 200 locations, and the results are then compared to the 2018 baseline.","['natural resources', 'diversity and inclusion', 'pollution', 'emissions', 'transparancy', 'health and safety', 'corporate compliance', 'board accountability', 'training and education', 'philanthropy']","[0.17033581215823804, 0.15795459718232702, 0.13224475377562067, 0.12584802945453402, 0.1128060730001579, 0.1085930657398926, 0.09216444794215581, 0.05893960951009896, 0.027827333142800923, 0.013286278094174087]","['E', 'S', 'E', 'E', 'G', 'S', 'G', 'G', 'S', 'S']"
"during the period covered by this report, 2019 and 2020, occasional non-conformities were identified due to maintenance and consolidation activities, which were then corrected.","['corporate compliance', 'natural resources', 'board accountability', 'health and safety', 'transparancy', 'diversity and inclusion', 'emissions', 'pollution', 'philanthropy', 'training and education']","[0.4516416304512008, 0.16118532171961233, 0.13923549501882432, 0.09403079263164303, 0.07313823181006608, 0.04321064026601995, 0.022024904142973686, 0.00972432248892036, 0.004642344529507283, 0.001166316941232182]","['G', 'E', 'G', 'S', 'G', 'S', 'E', 'E', 'S', 'S']"
"cern is also evaluating the possibility of integrating  an online monitoring system that carries out real-time measurements, allowing rapid intervention if needed.","['corporate compliance', 'health and safety', 'emissions', 'natural resources', 'transparancy', 'board accountability', 'pollution', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.21883818227152413, 0.16081859244785468, 0.15237778767344748, 0.14469022373244628, 0.11001022752665003, 0.08199192386196655, 0.07540168541241335, 0.04245434778647779, 0.011121454607577826, 0.0022955746796419134]","['G', 'S', 'E', 'E', 'G', 'G', 'E', 'S', 'S', 'S']"
cerns noise footprint and its impact on the laboratorys neigh- bours stem mainly from the infrastructure of its large accelerators.,"['pollution', 'emissions', 'health and safety', 'transparancy', 'natural resources', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.511528614038689, 0.4144757137781336, 0.044296718034941125, 0.014812264882327035, 0.006615434646091019, 0.0037098217991533467, 0.002005572014264657, 0.0012464532506549278, 0.0009944882099412336, 0.0003149193458040766]","['E', 'E', 'S', 'G', 'E', 'G', 'G', 'S', 'S', 'S']"
"in the past, most cern sites were in rural areas.","['natural resources', 'diversity and inclusion', 'emissions', 'transparancy', 'health and safety', 'corporate compliance', 'board accountability', 'training and education', 'pollution', 'philanthropy']","[0.5176876263443451, 0.09791806846051644, 0.08737707651201793, 0.08273084489689402, 0.04505691130154564, 0.04441884485523208, 0.038244089030988665, 0.03724265439839472, 0.03332401219826978, 0.015999872001795677]","['E', 'S', 'E', 'G', 'S', 'G', 'G', 'S', 'E', 'S']"
"with  increasing urbanisation, housing has been constructed near to some facilities.","['diversity and inclusion', 'transparancy', 'health and safety', 'emissions', 'board accountability', 'training and education', 'pollution', 'natural resources', 'corporate compliance', 'philanthropy']","[0.41013618992888456, 0.40524576734521994, 0.08265784177217064, 0.03203158399447725, 0.020230745500241808, 0.01650783895379345, 0.013855845625429686, 0.00767115242484934, 0.007510923922619025, 0.004152110532314268]","['S', 'G', 'S', 'E', 'G', 'S', 'E', 'E', 'G', 'S']"
"to minimise the noise impact on the immediate neighbourhoods, the organization has implemented noise mitigation measures, such as noise barriers and silencers to reduce noise during accelerator operation.","['corporate compliance', 'pollution', 'transparancy', 'health and safety', 'emissions', 'natural resources', 'diversity and inclusion', 'board accountability', 'philanthropy', 'training and education']","[0.2794003565580316, 0.2604242530362144, 0.11884014910931585, 0.1135902528402466, 0.07441972451173987, 0.04260296991440495, 0.040666446341333276, 0.0370824418604379, 0.031235092874857925, 0.0017383129534176405]","['G', 'E', 'G', 'S', 'E', 'E', 'S', 'G', 'S', 'S']"
"mathieu fontaine, head of green spaces and biodiversity  service at cern.","['natural resources', 'diversity and inclusion', 'board accountability', 'transparancy', 'emissions', 'philanthropy', 'pollution', 'training and education', 'health and safety', 'corporate compliance']","[0.8031441568543123, 0.14190385222809207, 0.030764690287175118, 0.01608771467034286, 0.0028944109686211902, 0.0021692397626872956, 0.0013057618206882482, 0.0009733869123695715, 0.00038183049956608684, 0.0003749559961452737]","['E', 'S', 'G', 'G', 'E', 'S', 'E', 'S', 'S', 'G']"
what is your vision for cern's green spaces in the future?,"['natural resources', 'diversity and inclusion', 'transparancy', 'philanthropy', 'emissions', 'pollution', 'board accountability', 'health and safety', 'corporate compliance', 'training and education']","[0.9585586780728114, 0.015378965832110526, 0.011135533342568676, 0.004206946271373913, 0.003734184381218352, 0.002617081922445588, 0.0025028573937228493, 0.0009585604257847463, 0.0006028518214352111, 0.00030434053652874147]","['E', 'S', 'G', 'S', 'E', 'E', 'G', 'S', 'G', 'S']"
mf: there are many ideas and dreams about improving biodiversity on the cern sites.,"['natural resources', 'diversity and inclusion', 'transparancy', 'philanthropy', 'board accountability', 'pollution', 'training and education', 'health and safety', 'emissions', 'corporate compliance']","[0.5867061055909736, 0.4030003802499137, 0.0063774207928607, 0.0021054329133802204, 0.000792344746894664, 0.00032211169213516367, 0.00022662365102373044, 0.00020681033748101683, 0.00016796851339099888, 9.480151194625109e-05]","['E', 'S', 'G', 'S', 'G', 'E', 'S', 'S', 'E', 'G']"
"for example, planting new trees, and creating a procedure to compensate for each felled tree on both the french and swiss parts of the organizations sites.","['natural resources', 'transparancy', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'health and safety', 'emissions', 'board accountability', 'pollution', 'training and education']","[0.28051417957298896, 0.2022598866991141, 0.20108958160003118, 0.18796112848540436, 0.0902057700304474, 0.018278660229020385, 0.00962702690316164, 0.006924143675678007, 0.003012211327415691, 0.0001274114767382509]","['E', 'G', 'G', 'S', 'S', 'S', 'E', 'G', 'E', 'S']"
"cern is a pioneer in physics and technology, and we would like cern to set an example for responsible land management in the region, using the same principles to manage the fenced and unfenced areas, which include woodland and land leased to local farmers.","['natural resources', 'philanthropy', 'transparancy', 'board accountability', 'diversity and inclusion', 'emissions', 'training and education', 'health and safety', 'pollution', 'corporate compliance']","[0.5255812315731807, 0.18207101918352114, 0.1315898218083041, 0.06776523302218697, 0.05928556329536369, 0.014900730889636298, 0.00973643293074795, 0.004172051808753067, 0.00261732661242788, 0.002280588875878151]","['E', 'S', 'G', 'G', 'S', 'E', 'S', 'S', 'E', 'G']"
"it is also my mandate, and a pleasure, to communicate with and educate my cern colleagues and our neighbours about cerns biodiversity protection efforts.","['natural resources', 'training and education', 'diversity and inclusion', 'board accountability', 'philanthropy', 'transparancy', 'emissions', 'pollution', 'health and safety', 'corporate compliance']","[0.4871812355814346, 0.47281495666356854, 0.02657320615352268, 0.006588274252771632, 0.004714639414869098, 0.0008357258740693175, 0.0004489935601256909, 0.00041682430613983667, 0.0002635849621574694, 0.00016255923134111347]","['E', 'S', 'S', 'G', 'S', 'G', 'E', 'E', 'S', 'G']"
"cern has three wetlands, 136 hectares of woodland and 258  hectares of cultivated fields and meadows under its stewardship.","['natural resources', 'diversity and inclusion', 'philanthropy', 'transparancy', 'board accountability', 'emissions', 'health and safety', 'pollution', 'corporate compliance', 'training and education']","[0.44265850164583, 0.1775245242396307, 0.1697308376537836, 0.10437129534677662, 0.04326522877349891, 0.02298538619139892, 0.01794829570334215, 0.00944792464390422, 0.008829086058387524, 0.0032389197434473933]","['E', 'S', 'S', 'G', 'G', 'E', 'S', 'E', 'G', 'S']"
"in 2020, cern discovered a new orchid species, the autumn  ladys-tresses, on its site, bringing the total to 16 species.","['natural resources', 'diversity and inclusion', 'transparancy', 'training and education', 'philanthropy', 'health and safety', 'board accountability', 'emissions', 'corporate compliance', 'pollution']","[0.47926461326228803, 0.4286342072307384, 0.04730307677804254, 0.010431861229579054, 0.010132594015497575, 0.009935452765192759, 0.009860084966964179, 0.001971428670733265, 0.0013086527865446584, 0.0011580282944195037]","['E', 'S', 'G', 'S', 'S', 'S', 'G', 'E', 'G', 'E']"
managing the impact of cerns activities on the environment  and landscape of the neighbouring region is of pivotal importance to the organization.,"['natural resources', 'emissions', 'pollution', 'corporate compliance', 'transparancy', 'board accountability', 'philanthropy', 'diversity and inclusion', 'health and safety', 'training and education']","[0.7320768286209369, 0.110183818879453, 0.07441047422873753, 0.04401682945848398, 0.03396014503540158, 0.001873075775003604, 0.0014632396407791598, 0.0012405082185974591, 0.0005680235023141913, 0.00020705664029255282]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
"in 2015, cern created a 15-year masterplan, a strategic framework to support the laboratorys site development.","['natural resources', 'health and safety', 'diversity and inclusion', 'emissions', 'transparancy', 'corporate compliance', 'pollution', 'board accountability', 'training and education', 'philanthropy']","[0.49109117284217957, 0.13558223441208664, 0.08872361675072185, 0.08355689334239724, 0.07246887037342736, 0.052343192958651474, 0.035324261890660257, 0.024558294096354058, 0.008591378323651679, 0.007760085009869885]","['E', 'S', 'S', 'E', 'G', 'G', 'E', 'G', 'S', 'S']"
"the plan includes short-, medium- and long-term goals centred on four themes: urban planning, mobility, environment, and landscape.","['natural resources', 'transparancy', 'board accountability', 'pollution', 'emissions', 'diversity and inclusion', 'philanthropy', 'corporate compliance', 'health and safety', 'training and education']","[0.7791743075512733, 0.08908406204165716, 0.05008275633440616, 0.023426488211693047, 0.02215636500761237, 0.020420738037057972, 0.006264667872494132, 0.005206375953630551, 0.002867870609101596, 0.0013163683810736996]","['E', 'G', 'G', 'E', 'E', 'S', 'S', 'G', 'S', 'S']"
a revision of the current masterplan is in progress.,"['natural resources', 'corporate compliance', 'diversity and inclusion', 'emissions', 'transparancy', 'board accountability', 'health and safety', 'pollution', 'philanthropy', 'training and education']","[0.5397164193575653, 0.11584162709141513, 0.10256437353219756, 0.0919498469299352, 0.07182882269388748, 0.024117627391034676, 0.01991620610194919, 0.018706942985419285, 0.007902865680748702, 0.007455268235847432]","['E', 'G', 'S', 'E', 'G', 'G', 'S', 'E', 'S', 'S']"
"it adopts biodiversity-positive principles and standards in the planning and implementation of cern's facilities, both new builds and renovation projects.","['natural resources', 'diversity and inclusion', 'corporate compliance', 'transparancy', 'board accountability', 'health and safety', 'philanthropy', 'emissions', 'training and education', 'pollution']","[0.5624574696588108, 0.31765763836966465, 0.0837394470303136, 0.01649169514359678, 0.009855472649824407, 0.004610962378024726, 0.0030246315966053453, 0.0008311300684955865, 0.000809082481154247, 0.0005224706235098208]","['E', 'S', 'G', 'G', 'G', 'S', 'S', 'E', 'S', 'E']"
"measures are being developed not only to preserve cern's natural heritage, but also to strengthen biodiversity on the land under cerns management.","['natural resources', 'diversity and inclusion', 'transparancy', 'philanthropy', 'board accountability', 'training and education', 'emissions', 'pollution', 'health and safety', 'corporate compliance']","[0.515947994401172, 0.4173920325261112, 0.04955103369785117, 0.007462278063055357, 0.0053987298880072004, 0.00166130103378827, 0.0008144635304042193, 0.0007670677107439832, 0.0005890397180837705, 0.00041605943078288477]","['E', 'S', 'G', 'S', 'G', 'S', 'E', 'E', 'S', 'G']"
"in 2020, the cern environmental protection steering  board (ceps) launched a working group on biodiversity to identify actions to be implemented with four key objectives: conserving and protecting natural spaces in the cern domain; developing biodiversity in fenced and unfenced areas; establishing measures for biodiversity for new development projects on cern sites; and defining indicators to monitor biodiversity at cern.","['natural resources', 'diversity and inclusion', 'board accountability', 'transparancy', 'philanthropy', 'health and safety', 'training and education', 'corporate compliance', 'pollution', 'emissions']","[0.6601429196775802, 0.2771721531503396, 0.034821822294185664, 0.021958676328222335, 0.00211968620487746, 0.0012476443579470334, 0.0007574931154991516, 0.0007479174671293229, 0.0005903772933031143, 0.0004413101109161456]","['E', 'S', 'G', 'G', 'S', 'S', 'S', 'G', 'E', 'E']"
this data does not include the excavated material from the civil  engineering works in preparation for the high-luminosity lhc.,"['natural resources', 'transparancy', 'diversity and inclusion', 'emissions', 'board accountability', 'pollution', 'health and safety', 'corporate compliance', 'philanthropy', 'training and education']","[0.5279713001122968, 0.24711332881253817, 0.05248871218450533, 0.0391351999596628, 0.034350957275634815, 0.03329233060630611, 0.032693069958015526, 0.020166590115373875, 0.00875943584100267, 0.004029075134664003]","['E', 'G', 'S', 'E', 'G', 'E', 'S', 'G', 'S', 'S']"
"the organizations conventional, non-hazardous waste  consists of industrial waste, electrical and electronic equipment (which is subject to monitoring according to the swiss regulation omod), aluminium and other metals, glass and pet, paper and cardboard, biodegradable waste, coffee capsules and household waste.","['corporate compliance', 'pollution', 'board accountability', 'natural resources', 'transparancy', 'diversity and inclusion', 'emissions', 'health and safety', 'philanthropy', 'training and education']","[0.5075653470238612, 0.25308971127589774, 0.08646534993479656, 0.060559776598613446, 0.053214602397857164, 0.017907822112963753, 0.01295609048020602, 0.005388240715709934, 0.0022017821124729257, 0.0006512773476212308]","['G', 'E', 'G', 'E', 'G', 'S', 'E', 'S', 'S', 'S']"
"cerns hazardous waste consists of chemicals and their  containers, batteries, printer cartridges, lightbulbs and any type of equipment and materials contaminated by hazardous substances.","['pollution', 'health and safety', 'transparancy', 'board accountability', 'emissions', 'corporate compliance', 'natural resources', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.9641401226425425, 0.028043553553918354, 0.0028755924716130873, 0.0018226610286434177, 0.0015461313952047917, 0.0007947696874126516, 0.000307449143773932, 0.0001962768045102194, 0.00014019520990204374, 0.00013324806247906823]","['E', 'S', 'G', 'G', 'E', 'G', 'E', 'S', 'S', 'S']"
"in 2020, the latter included personal protective equipment, such as facemasks, used to protect against covid-19 transmission.","['health and safety', 'training and education', 'emissions', 'transparancy', 'diversity and inclusion', 'pollution', 'board accountability', 'natural resources', 'corporate compliance', 'philanthropy']","[0.46036217604251256, 0.14216102695500862, 0.10779051963853856, 0.1067143699164806, 0.06505314334671677, 0.05353943991240633, 0.025460914838636228, 0.018193125357027766, 0.017703017893648188, 0.00302226609902435]","['S', 'S', 'E', 'G', 'S', 'E', 'G', 'E', 'G', 'S']"
cern has a centralised waste management system  that oversees all conventional waste collection and transportation.,"['pollution', 'natural resources', 'corporate compliance', 'emissions', 'board accountability', 'transparancy', 'diversity and inclusion', 'health and safety', 'philanthropy', 'training and education']","[0.37728846958913115, 0.20174348030690445, 0.17631942976753404, 0.08164749075941731, 0.06362746582038305, 0.041706156723030435, 0.030717889282846102, 0.020053657146470154, 0.006247817207470791, 0.0006481433968125396]","['E', 'E', 'G', 'E', 'G', 'G', 'S', 'S', 'S', 'S']"
"this is designed to ensure that waste is managed safely and appropriately, in ways that present no unacceptable risk to people or the environment.","['health and safety', 'pollution', 'natural resources', 'transparancy', 'corporate compliance', 'board accountability', 'emissions', 'training and education', 'diversity and inclusion', 'philanthropy']","[0.24429128921329574, 0.20097607264232115, 0.18599327406791122, 0.18286907490408008, 0.1305075209856791, 0.05268509180370928, 0.001635878251635948, 0.0004925246429960426, 0.00029788835833825436, 0.0002513851300331581]","['S', 'E', 'E', 'G', 'G', 'G', 'E', 'S', 'S', 'S']"
the system also includes an inventory of the waste leaving cern in order to ensure the traceability of waste pathways.,"['natural resources', 'pollution', 'emissions', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'health and safety', 'philanthropy', 'training and education']","[0.26658971733457865, 0.18705644801157184, 0.15417439490270374, 0.14163937725845513, 0.11539734166401584, 0.05691667851842498, 0.0369917544043927, 0.02971074045883026, 0.008485662964631586, 0.003037884482395262]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
"in 2019 and 2020, cern generated and disposed of a total of 5985 and 4704 tonnes of conventional waste.","['pollution', 'emissions', 'natural resources', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'transparancy', 'health and safety', 'philanthropy', 'training and education']","[0.2701824531618456, 0.25893574858252144, 0.24230152036755034, 0.1334668700991813, 0.05082440831486164, 0.016484360604856432, 0.015307068928118136, 0.01000667086446591, 0.0019545421485908606, 0.0005363569280084206]","['E', 'E', 'E', 'G', 'G', 'S', 'G', 'S', 'S', 'S']"
cern works with authorised third-party service providers  to manage the disposal of conventional waste other than metals.,"['pollution', 'natural resources', 'corporate compliance', 'transparancy', 'board accountability', 'diversity and inclusion', 'health and safety', 'emissions', 'philanthropy', 'training and education']","[0.3127584287514486, 0.267527647496357, 0.13665346143975696, 0.1320046438256067, 0.046192084257271, 0.04524207800783444, 0.028822921253399813, 0.021203617769364524, 0.00842325349010519, 0.0011718637088557527]","['E', 'E', 'G', 'G', 'G', 'S', 'S', 'E', 'S', 'S']"
metal and electronic waste is sorted and sold for recycling.,"['pollution', 'transparancy', 'emissions', 'natural resources', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'health and safety', 'philanthropy', 'training and education']","[0.37343208201767386, 0.24350098068267684, 0.13627726104867402, 0.08347906399969932, 0.07155738452744587, 0.044783724106116155, 0.03629733874028318, 0.0066829548035435395, 0.00342715986810399, 0.000562050205783261]","['E', 'G', 'E', 'E', 'G', 'G', 'S', 'S', 'S', 'S']"
hazardous waste is temporarily stored in a buffer zone where it is collected weekly.,"['pollution', 'natural resources', 'health and safety', 'emissions', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.30666278111263884, 0.2641772634631215, 0.1997964387873588, 0.07850148840264014, 0.07158615139901284, 0.04946414492794595, 0.021311051609801072, 0.007482397364405106, 0.0007355020930878562, 0.00028278083998792535]","['E', 'E', 'S', 'E', 'G', 'G', 'G', 'S', 'S', 'S']"
more than 70% of the organizations waste is non- hazardous.,"['transparancy', 'natural resources', 'corporate compliance', 'health and safety', 'pollution', 'board accountability', 'diversity and inclusion', 'philanthropy', 'emissions', 'training and education']","[0.4458769875871541, 0.18111862646829596, 0.12274857600180025, 0.09013542055172734, 0.057177237671529595, 0.037770772025750146, 0.03054911956517143, 0.020557248289495147, 0.008227994416163944, 0.005838017422912064]","['G', 'E', 'G', 'S', 'E', 'G', 'S', 'S', 'E', 'S']"
"in an effort to boost the recycling rate of non- hazardous waste, cern initiated a pilot sorting-bin project in several buildings in 2019.","['natural resources', 'transparancy', 'corporate compliance', 'pollution', 'diversity and inclusion', 'board accountability', 'health and safety', 'philanthropy', 'training and education', 'emissions']","[0.43808329433760007, 0.19973368819396778, 0.18489218931821197, 0.10169971537812207, 0.029049848277886522, 0.024249582694023594, 0.015268251794290545, 0.002683301334932452, 0.0026573182059280932, 0.001682810465036931]","['E', 'G', 'G', 'E', 'S', 'G', 'S', 'S', 'S', 'E']"
"instead of individual waste bins in every office, sorting stations for paper, pet and household waste were installed.","['natural resources', 'transparancy', 'corporate compliance', 'pollution', 'diversity and inclusion', 'board accountability', 'emissions', 'health and safety', 'training and education', 'philanthropy']","[0.21628175320074086, 0.1858149647777144, 0.15510021642035515, 0.13674481268286998, 0.12381114900490049, 0.087643144843872, 0.050302831146598066, 0.0256854070021069, 0.011216946092406942, 0.0073987748284352435]","['E', 'G', 'G', 'E', 'S', 'G', 'E', 'S', 'S', 'S']"
"the same year, cern also started to replace single-use plastics with reusables in its restaurants in an effort to reduce plastic waste as much as possible.","['pollution', 'natural resources', 'corporate compliance', 'transparancy', 'emissions', 'health and safety', 'diversity and inclusion', 'board accountability', 'philanthropy', 'training and education']","[0.3549449084077967, 0.3335258828581204, 0.1683959089730887, 0.048550190223080616, 0.035759689579125294, 0.02738875541253907, 0.011551574470827797, 0.011423110091270755, 0.006688185426812096, 0.0017717945573385923]","['E', 'E', 'G', 'G', 'E', 'S', 'S', 'G', 'S', 'S']"
the effects of these projects have been hard to measure due to the covid-19 pandemic and the consequent reduction of cern personnel on site as part of the health measures implemented at the laboratory.,"['health and safety', 'pollution', 'transparancy', 'natural resources', 'diversity and inclusion', 'emissions', 'board accountability', 'philanthropy', 'training and education', 'corporate compliance']","[0.7547427291421264, 0.06911084953905954, 0.05580347151585903, 0.03890691268778373, 0.0382975772898728, 0.021532610780122446, 0.010309474799390334, 0.006845538296307909, 0.0026713857922639303, 0.0017794501572138972]","['S', 'E', 'G', 'E', 'S', 'E', 'G', 'S', 'S', 'G']"
"in 2020, the recycling rate was 59%, compared to 56% in  2018 and 57% in 2019.","['natural resources', 'corporate compliance', 'pollution', 'transparancy', 'board accountability', 'diversity and inclusion', 'health and safety', 'philanthropy', 'training and education', 'emissions']","[0.4660222164690889, 0.22667570453864536, 0.09175623979053336, 0.08992163919983565, 0.05444328319278016, 0.043851037052324356, 0.020874967490562474, 0.002542847062202332, 0.0021497928906094024, 0.0017622723134179663]","['E', 'G', 'E', 'G', 'G', 'S', 'S', 'S', 'S', 'E']"
